level9;disableCompressibilityTesting;compression;level;level5;encryption;level2;unlimitedWindowSize;level1;compressionLrzip;level3;level4;compressionBzip2;level6;level7;level8;compressionLzo;root;compressionZpaq;compressionGzip;Performance
0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;76470.0
0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;146410.0
0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;187970.0
0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;59380.0
0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;45160.0
0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;52070.0
0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;56940.0
0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;2275110.0
0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;5765920.0
0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1062250.0
0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;49850.0
0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;53060.0
0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;263430.0
0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;208350.0
0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;236720.0
0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;50610.0
0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;674140.0
0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;283750.0
0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;223040.0
0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;45490.0
0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;57850.0
0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;41880.0
0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;57800.0
0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;2267650.0
0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;339780.0
1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;265980.0
1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;53990.0
1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;828640.0
0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;212880.0
0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;220490.0
0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;212530.0
0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;684690.0
0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;671500.0
0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;55520.0
0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;91570.0
0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;97960.0
0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;91630.0
0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;81720.0
0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;89260.0
0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;81420.0
0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;222350.0
0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;209160.0
0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;383910.0
0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;383300.0
0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;57860.0
0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;2271620.0
0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;2273900.0
0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;2267790.0
1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;5754200.0
1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5810950.0
1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;193590.0
0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;107250.0
0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;127760.0
0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;103630.0
0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;156680.0
0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;145660.0
0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;198500.0
0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;186750.0
0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;2279890.0
0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;2282560.0
0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;2275100.0
0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;2263060.0
0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2264750.0
0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;5768350.0
0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;340300.0
0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;347130.0
0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;339880.0
0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1060630.0
0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1185460.0
0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1178530.0
0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;49440.0
0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;61790.0
0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;50200.0
0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;48640.0
0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;63620.0
0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;64550.0
0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;258170.0
0;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;263150.0
0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;257790.0
0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;271090.0
0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;249760.0
0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;248560.0
0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;208080.0
0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;213900.0
0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;222830.0
0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;215150.0
0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;239080.0
0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;51040.0
0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;675720.0
0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;284060.0
0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;283850.0
0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;223100.0
0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;223090.0
0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;61770.0
0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;47910.0
0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;54750.0
0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;2271260.0
0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;2288260.0
0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;339360.0
0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;338900.0
0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;243700.0
0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;232880.0
0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;47570.0
0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;60460.0
0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;46750.0
1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;266710.0
1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;274670.0
1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;64620.0
1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;52040.0
1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;832070.0
1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;833190.0
0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;211900.0
0;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;220780.0
0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;678540.0
0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;680310.0
0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;680310.0
0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;672390.0
0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;91400.0
0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;92770.0
0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;80780.0
0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;220370.0
0;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;383480.0
0;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;392630.0
0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;2290710.0
0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;2272580.0
1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;5811280.0
1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;208740.0
1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;199420.0
1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;208540.0
0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;119050.0
0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;108370.0
0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;140250.0
0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;138260.0
0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;106090.0
0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;94130.0
0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;89450.0
0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;77620.0
0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;158380.0
0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;145620.0
0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;199390.0
0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;2272220.0
0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;2287710.0
0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;2278560.0
0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2269330.0
0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;5797710.0
0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;5622640.0
0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;351010.0
0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;349540.0
0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1070210.0
0;1;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1067140.0
0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1179410.0
0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1183670.0
0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;60110.0
0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;64910.0
0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;61690.0
0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;61870.0
0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;57750.0
0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;63590.0
0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;65100.0
0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;64570.0
0;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;257260.0
0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;268330.0
0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;268560.0
0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;262800.0
0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;268830.0
0;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;248530.0
0;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;259530.0
0;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;212659.0
0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;207830.0
0;0;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;225740.0
0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;224880.0
0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;64640.0
0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;51150.0
0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;681430.0
0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;679100.0
0;0;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;295410.0
0;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;284170.0
0;1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;296210.0
0;1;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;234460.0
0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;47560.0
0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;61350.0
0;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;350440.0
0;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;242800.0
0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;232120.0
0;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;244100.0
0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;59970.0
1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;265720.0
1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;52800.0
1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;64670.0
0;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;218000.0
0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;682360.0
0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;685410.0
0;1;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;102270.0
0;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;216030.0
0;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;2272890.0
0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;118090.0
0;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;139300.0
0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;107550.0
0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;89350.0
0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;155300.0
0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;200050.0
0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;2280880.0
0;1;1;1;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1065840.0
0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1181340.0
0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;64570.0
0;1;1;1;0;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;266870.0
0;1;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;272830.0
0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;62270.0
0;1;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;686140.0
0;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;294370.0
0;1;1;1;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;234680.0
0;1;1;1;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;61680.0
0;1;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;350470.0
0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;60850.0
